PeakID (cmd=annotatePeaks.pl /mnt/beegfs/home/s430452/epigenetics/results/s10_dif_summits/master_summits_static.bed hg38 -size 200,200)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
master_peak_8433	chr5	180070156	180070156	+	24.0925	NA	intron (NM_001280801, intron 1 of 7)	L2a|LINE|L2	1603	NM_001280801	55819	Hs.484363	NM_018434	ENSG00000113269	RNF130	G1RZFP|GOLIATH|GP	ring finger protein 130	protein-coding
master_peak_6743	chr5	147686294	147686294	+	24.0743	NA	intron (NM_001270934, intron 1 of 20)	intron (NM_001270934, intron 1 of 20)	96434	NM_001270941	9832	Hs.740461	NM_014790	ENSG00000176049	JAKMIP2	JAMIP2|NECC1	janus kinase and microtubule interacting protein 2	protein-coding
master_peak_2214	chr5	53178938	53178938	+	24.0703	NA	Intergenic	Intergenic	69096	NR_034107	257396	Hs.12326	NR_034107	ENSG00000247796	LOC257396	-	uncharacterized LOC257396	ncRNA
master_peak_2430	chr5	57328416	57328416	+	24.0508	NA	Intergenic	LTR8B|LTR|ERV1	114342	NM_001127236	65056	Hs.444279	NM_022913	ENSG00000062194	GPBP1	GPBP|SSH6|VASCULIN	GC-rich promoter binding protein 1	protein-coding
master_peak_7363	chr5	158770904	158770904	+	24.0402	NA	intron (NM_001324107, intron 10 of 15)	L2b|LINE|L2	327052	NM_001364156	1879	Hs.573143	NM_024007	ENSG00000164330	EBF1	COE1|EBF|O/E-1|OLF1	EBF transcription factor 1	protein-coding
master_peak_2551	chr5	59450642	59450642	+	24.0402	NA	intron (NM_001349242, intron 1 of 16)	L2a|LINE|L2	-93672	NM_001197219	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D	protein-coding
master_peak_4910	chr5	112036615	112036615	+	24.0211	NA	Intergenic	L1PA15|LINE|L1	-59683	NM_001142475	9315	Hs.36053	NM_004772	ENSG00000134986	NREP	C5orf13|D4S114|P311|PRO1873|PTZ17|SEZ17	neuronal regeneration related protein	protein-coding
master_peak_4087	chr5	92613926	92613926	+	24.0179	NA	Intergenic	Intergenic	957417	NR_109825	441094	Hs.457407	NR_015369	ENSG00000237187	NR2F1-AS1	-	NR2F1 antisense RNA 1	ncRNA
master_peak_7191	chr5	154830265	154830265	+	24.011	NA	TTS (NR_039667)	TTS (NR_039667)	807	NR_039667	100616306		NR_039667	ENSG00000263361	MIR378H	-	microRNA 378h	ncRNA
master_peak_545	chr5	10111983	10111983	+	23.9969	NA	Intergenic	HERVL-int|LTR|ERVL	137905	NM_199133	134145	Hs.481569	NM_199133	ENSG00000150756	ATPSCKMT	FAM173B|JS-2|hFAM173B	ATP synthase c subunit lysine N-methyltransferase	protein-coding
master_peak_2454	chr5	57725158	57725158	+	23.988	NA	Intergenic	Intergenic	74498	NR_104668	101928505	Hs.119998	NR_104668		LOC101928505	-	uncharacterized LOC101928505	ncRNA
master_peak_3152	chr5	72849205	72849205	+	23.9779	NA	intron (NM_001364293, intron 2 of 24)	intron (NM_001364293, intron 2 of 24)	1066	NM_001364294	3842	Hs.482497	NM_002270	ENSG00000083312	TNPO1	IPO2|KPNB2|MIP|MIP1|TRN	transportin 1	protein-coding
master_peak_3541	chr5	79925362	79925362	+	23.9752	NA	Intergenic	Intergenic	-11217	NR_131226	105616916	Hs.590325	NR_131226	ENSG00000250888	LINC01455	MDONA|TCONS_00009433	long intergenic non-protein coding RNA 1455	ncRNA
master_peak_1256	chr5	27647610	27647610	+	23.9531	NA	Intergenic	L1M3|LINE|L1	175318	NR_038848	643401	Hs.533212	NR_038848	ENSG00000250337	PURPL	LINC01021	p53 upregulated regulator of p53 levels	ncRNA
master_peak_2442	chr5	57504820	57504820	+	23.9426	NA	Intergenic	Intergenic	-22009	NM_001017992	345651	Hs.482167	NM_001017992	ENSG00000169067	ACTBL2	ACT	actin beta like 2	protein-coding
master_peak_2733	chr5	62354381	62354381	+	23.9407	NA	intron (NM_001098511, intron 6 of 20)	intron (NM_001098511, intron 6 of 20)	48219	NM_001243953	3796	Hs.558351	NM_004520	ENSG00000068796	KIF2A	CDCBM3|HK2|KIF2	kinesin family member 2A	protein-coding
master_peak_4730	chr5	107820761	107820761	+	23.9359	NA	Intergenic	Intergenic	-149824	NM_001962	1946	Hs.288741	NM_001962	ENSG00000184349	EFNA5	AF1|EFL5|EPLG7|GLC1M|LERK7|RAGS	ephrin A5	protein-coding
master_peak_3932	chr5	89084164	89084164	+	23.9229	NA	intron (NR_136221, intron 3 of 6)	intron (NR_136221, intron 3 of 6)	-180059	NM_001131005	4208	Hs.649965	NM_002397	ENSG00000081189	MEF2C	C5DELq14.3|DEL5q14.3	myocyte enhancer factor 2C	protein-coding
master_peak_7779	chr5	168332444	168332444	+	23.9145	NA	intron (NM_001161661, intron 1 of 22)	Kanga1a|DNA|TcMar-Tc2	40799	NM_001161661	23286	Hs.484047	NM_015238	ENSG00000113645	WWC1	HBEBP3|HBEBP36|KIBRA|MEMRYQTL|PPP1R168	WW and C2 domain containing 1	protein-coding
master_peak_2441	chr5	57499758	57499758	+	23.9091	NA	Intergenic	Intergenic	-16947	NM_001017992	345651	Hs.482167	NM_001017992	ENSG00000169067	ACTBL2	ACT	actin beta like 2	protein-coding
master_peak_4553	chr5	102793106	102793106	+	23.8841	NA	intron (NR_157231, intron 1 of 14)	intron (NR_157231, intron 1 of 14)	-15092	NM_001364582	5066	Hs.369430	NM_000919	ENSG00000145730	PAM	PAL|PHM	peptidylglycine alpha-amidating monooxygenase	protein-coding
master_peak_5000	chr5	113679348	113679348	+	23.8828	NA	Intergenic	Intergenic	165654	NM_001345976	64848	Hs.231942	NM_022828	ENSG00000047188	YTHDC2	CAHL|hYTHDC2	YTH domain containing 2	protein-coding
master_peak_7728	chr5	167565981	167565981	+	23.8809	NA	intron (NM_001122679, intron 3 of 29)	intron (NM_001122679, intron 3 of 29)	-7678	NM_001368145	57451	Hs.631957	NM_001080428	ENSG00000145934	TENM2	ODZ2|TEN-M2|TNM2|ten-2	teneurin transmembrane protein 2	protein-coding
master_peak_2738	chr5	62457436	62457436	+	23.8687	NA	intron (NM_016338, intron 5 of 29)	AluJr|SINE|Alu	38552	NM_001134779	51194	Hs.482269	NM_016338	ENSG00000086200	IPO11	RanBP11	importin 11	protein-coding
master_peak_1010	chr5	17838912	17838912	+	23.8379	NA	intron (NR_134286, intron 2 of 7)	MLT1D|LTR|ERVL-MaLR	31638	NR_134287	646241	Hs.407197	NR_134286		LINC02223	-	long intergenic non-protein coding RNA 2223	ncRNA
master_peak_8025	chr5	172798712	172798712	+	23.8059	NA	Intergenic	Intergenic	-27517	NM_004417	1843	Hs.171695	NM_004417	ENSG00000120129	DUSP1	CL100|HVH1|MKP-1|MKP1|PTPN10	dual specificity phosphatase 1	protein-coding
master_peak_3114	chr5	72281122	72281122	+	23.7871	NA	intron (NM_001286748, intron 4 of 11)	intron (NM_001286748, intron 4 of 11)	39118	NM_001286751	23107	Hs.482491	NM_015084	ENSG00000113048	MRPS27	MRP-S27|S27mt	mitochondrial ribosomal protein S27	protein-coding
master_peak_4697	chr5	107285501	107285501	+	23.7718	NA	Intergenic	Intergenic	-274487	NR_104671	102467213	Hs.570923	NR_104671	ENSG00000251027	LINC01950	-	long intergenic non-protein coding RNA 1950	ncRNA
master_peak_4007	chr5	90803097	90803097	+	23.7592	NA	intron (NR_003149, intron 71 of 89)	intron (NR_003149, intron 71 of 89)	244300	NM_032119	84059	Hs.591777	NM_032119	ENSG00000164199	ADGRV1	FEB4|GPR98|MASS1|USH2B|USH2C|VLGR1|VLGR1b	adhesion G protein-coupled receptor V1	protein-coding
master_peak_7822	chr5	169122012	169122012	+	23.7592	NA	intron (NM_003062, intron 4 of 35)	intron (NM_003062, intron 4 of 35)	108785	NR_109897	728095	Hs.145601	NR_109897		LOC728095	-	uncharacterized LOC728095	ncRNA
master_peak_5888	chr5	134276246	134276246	+	23.7592	NA	Intergenic	ERV3-16A3_I-int|LTR|ERVL	-50173	NM_002715	5515	Hs.105818	NM_002715	ENSG00000113575	PPP2CA	NEDLBA|PP2Ac|PP2CA|PP2Calpha|RP-C	protein phosphatase 2 catalytic subunit alpha	protein-coding
master_peak_1742	chr5	38602144	38602144	+	23.7533	NA	intron (NR_103554, intron 2 of 8)	L2c|LINE|L2	-6739	NM_002310	3977	Hs.133421	NM_002310	ENSG00000113594	LIFR	CD118|LIF-R|SJS2|STWS|SWS	LIF receptor subunit alpha	protein-coding
master_peak_2485	chr5	58240648	58240648	+	23.7472	NA	Intergenic	Intergenic	-118307	NR_104669	101928569	Hs.319708	NR_104669		LINC02101	-	long intergenic non-protein coding RNA 2101	ncRNA
master_peak_5442	chr5	125395054	125395054	+	23.697	NA	Intergenic	LTR101_Mam|LTR|ERVL	-98207	NR_109887	101927460	Hs.407582	NR_109887	ENSG00000260192	LINC02240	-	long intergenic non-protein coding RNA 2240	ncRNA
master_peak_7331	chr5	158364762	158364762	+	23.6417	NA	intron (NR_109888, intron 3 of 6)	MIR3|SINE|MIR	45011	NR_109888	101927697	Hs.483960	NR_109888	ENSG00000276778	LINC02227	-	long intergenic non-protein coding RNA 2227	ncRNA
master_peak_5970	chr5	135579264	135579264	+	23.6284	NA	promoter-TSS (NM_001349345)	promoter-TSS (NM_001349345)	15	NM_004887	9547	Hs.483444	NM_004887	ENSG00000145824	CXCL14	BMAC|BRAK|KEC|KS1|MIP-2g|MIP2G|NJAC|SCYB14	C-X-C motif chemokine ligand 14	protein-coding
master_peak_302	chr5	5307266	5307266	+	23.6231	NA	intron (NM_139056, intron 21 of 22)	intron (NM_139056, intron 21 of 22)	-115411	NM_015325	23379	Hs.449296	NM_015325	ENSG00000164151	ICE1	KIAA0947	interactor of little elongation complex ELL subunit 1	protein-coding
master_peak_1267	chr5	27911586	27911586	+	23.6146	NA	Intergenic	Intergenic	376079	NR_134265	105374698	Hs.124461	NR_134265	ENSG00000249785	LINC02103	-	long intergenic non-protein coding RNA 2103	ncRNA
master_peak_123	chr5	1235745	1235745	+	23.6105	NA	intron (NM_182632, intron 4 of 11)	intron (NM_182632, intron 4 of 11)	10364	NM_182632	348932	Hs.213284	NM_182632	ENSG00000164363	SLC6A18	Xtrp2	solute carrier family 6 member 18	protein-coding
master_peak_7570	chr5	163373918	163373918	+	23.6015	NA	Intergenic	L1MA7|LINE|L1	-63653	NR_157051	900	Hs.79101	NM_004060	ENSG00000113328	CCNG1	CCNG	cyclin G1	protein-coding
master_peak_2437	chr5	57456415	57456415	+	23.6013	NA	Intergenic	Intergenic	26396	NM_001017992	345651	Hs.482167	NM_001017992	ENSG00000169067	ACTBL2	ACT	actin beta like 2	protein-coding
master_peak_5743	chr5	132203784	132203784	+	23.5552	NA	exon (NM_001365678, exon 11 of 16)	exon (NM_001365678, exon 11 of 16)	14134	NR_106888	102465498		NR_106888	ENSG00000283678	MIR6830	hsa-mir-6830	microRNA 6830	ncRNA
master_peak_4613	chr5	103919145	103919145	+	23.5503	NA	Intergenic	Intergenic	-356356	NM_001300741	83594	Hs.434289	NM_031438	ENSG00000112874	NUDT12	-	nudix hydrolase 12	protein-coding
master_peak_1885	chr5	40825683	40825683	+	23.5036	NA	non-coding (NR_159993, exon 5 of 5)	non-coding (NR_159993, exon 5 of 5)	7052	NR_002583	619564		NR_002583	ENSG00000212296	SNORD72	HBII-240	small nucleolar RNA, C/D box 72	snoRNA
master_peak_697	chr5	12691721	12691721	+	23.5023	NA	intron (NR_033383, intron 2 of 3)	intron (NR_033383, intron 2 of 3)	23862	NR_039659	100616234		NR_039659	ENSG00000283468	MIR4454	-	microRNA 4454	ncRNA
master_peak_6183	chr5	139101200	139101200	+	23.4994	NA	intron (NM_022464, intron 3 of 9)	intron (NM_022464, intron 3 of 9)	97168	NM_001037633	64374	Hs.483521	NM_022464	ENSG00000120725	SIL1	BAP|MSS|ULG5	SIL1 nucleotide exchange factor	protein-coding
master_peak_4151	chr5	93838933	93838933	+	23.4823	NA	intron (NM_032042, intron 7 of 10)	L1PA15|LINE|L1	-97333	NM_153216	134187	Hs.678995	NM_153216	ENSG00000248483	POU5F2	SPRM-1	POU domain class 5, transcription factor 2	protein-coding
master_peak_2832	chr5	65480865	65480865	+	23.4591	NA	intron (NR_135689, intron 1 of 25)	intron (NR_135689, intron 1 of 25)	1055	NM_197941	11174	Hs.482291	NM_197941	ENSG00000049192	ADAMTS6	ADAM-TS 6|ADAM-TS6|ADAMTS-6	ADAM metallopeptidase with thrombospondin type 1 motif 6	protein-coding
master_peak_479	chr5	9100110	9100110	+	23.4545	NA	intron (NM_003966, intron 16 of 22)	intron (NM_003966, intron 16 of 22)	-46215	NR_039779	100616326		NR_039779	ENSG00000266415	MIR4636	mir-4636	microRNA 4636	ncRNA
master_peak_7399	chr5	159441790	159441790	+	23.45	NA	Intergenic	Intergenic	24486	NR_027110	285627	Hs.552766	NR_027110	ENSG00000253298	LINC01845	-	long intergenic non-protein coding RNA 1845	ncRNA
master_peak_309	chr5	5374407	5374407	+	23.4364	NA	Intergenic	Intergenic	-48270	NM_015325	23379	Hs.449296	NM_015325	ENSG00000164151	ICE1	KIAA0947	interactor of little elongation complex ELL subunit 1	protein-coding
master_peak_7955	chr5	171868189	171868189	+	23.4343	NA	intron (NM_012300, intron 12 of 12)	intron (NM_012300, intron 12 of 12)	82317	NM_001289970	644994	Hs.591740	NM_001289970	ENSG00000185662	SMIM23	C5orf50	small integral membrane protein 23	protein-coding
master_peak_3395	chr5	77146038	77146038	+	23.4262	NA	intron (NR_024398, intron 3 of 3)	MLT1E2-int|LTR|ERVL-MaLR	-34266	NM_001349750	8622	Hs.584830	NM_003719	ENSG00000113231	PDE8B	ADSD|PPNAD3	phosphodiesterase 8B	protein-coding
master_peak_2647	chr5	61083282	61083282	+	23.4148	NA	intron (NM_174889, intron 2 of 3)	L1PA17|LINE|L1	-79034	NR_109908	101928630	Hs.575209	NR_109908		SMIM15-AS1	CTC-436P18.1	SMIM15 antisense RNA 1	ncRNA
master_peak_1799	chr5	39272464	39272464	+	23.4067	NA	Intergenic	AluY|SINE|Alu	-1815	NM_001243093	2533	Hs.370503	NM_001465	ENSG00000082074	FYB1	ADAP|FYB|PRO0823|SLAP-130|SLAP130|THC3	FYN binding protein 1	protein-coding
master_peak_354	chr5	6455032	6455032	+	23.3977	NA	intron (NM_001145161, intron 1 of 1)	intron (NM_001145161, intron 1 of 1)	6173	NM_001145161	134111	Hs.126856	NM_001145161	ENSG00000215218	UBE2QL1	-	ubiquitin conjugating enzyme E2 Q family like 1	protein-coding
master_peak_1548	chr5	35090132	35090132	+	23.3849	NA	intron (NR_037910, intron 1 of 7)	intron (NR_037910, intron 1 of 7)	27990	NM_001204316	5618	Hs.368587	NM_000949	ENSG00000113494	PRLR	HPRL|MFAB|RI-PRLR|hPRLrI	prolactin receptor	protein-coding
master_peak_2548	chr5	59368158	59368158	+	23.3595	NA	intron (NM_001165899, intron 3 of 16)	intron (NM_001165899, intron 3 of 16)	-11188	NM_001197219	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D	protein-coding
master_peak_7842	chr5	169611031	169611031	+	23.3591	NA	Intergenic	L1MCa|LINE|L1	-26244	NR_156756	1794	Hs.586174	NM_004946	ENSG00000134516	DOCK2	IMD40	dedicator of cytokinesis 2	protein-coding
master_peak_6311	chr5	140592391	140592391	+	23.2966	NA	Intergenic	Intergenic	-27787	NM_133174	10307	Hs.529449	NM_006051	ENSG00000113108	APBB3	FE65L2|SRA	amyloid beta precursor protein binding family B member 3	protein-coding
master_peak_993	chr5	17381562	17381562	+	23.2942	NA	intron (NR_033975, intron 2 of 2)	AluSz|SINE|Alu	5748	NR_033975	401177	Hs.508311	NR_033975	ENSG00000250822	LINC02111	-	long intergenic non-protein coding RNA 2111	ncRNA
master_peak_8162	chr5	175460444	175460444	+	23.2923	NA	Intergenic	Intergenic	-16262	NM_000794	1812	Hs.2624	NM_000794	ENSG00000184845	DRD1	DADR|DRD1A	dopamine receptor D1	protein-coding
master_peak_4311	chr5	96715246	96715246	+	23.2818	NA	intron (NM_001042446, intron 1 of 26)	L2c|LINE|L2	12586	NM_001330630	831	Hs.436186	NM_001750	ENSG00000153113	CAST	BS-17|PLACK	calpastatin	protein-coding
master_peak_7578	chr5	163474057	163474057	+	23.2609	NA	exon (NM_012485, exon 9 of 17)	exon (NM_012485, exon 9 of 17)	13425	NM_012484	3161	Hs.740467	NM_012484	ENSG00000072571	HMMR	CD168|IHABP|RHAMM	hyaluronan mediated motility receptor	protein-coding
master_peak_7349	chr5	158599591	158599591	+	23.2348	NA	Intergenic	Intergenic	-189818	NR_109888	101927697	Hs.483960	NR_109888	ENSG00000276778	LINC02227	-	long intergenic non-protein coding RNA 2227	ncRNA
master_peak_1443	chr5	33304115	33304115	+	23.2246	NA	Intergenic	Intergenic	74380	NR_147008	105374716	Hs.582475	NR_147008	ENSG00000251443	LINC02160	-	long intergenic non-protein coding RNA 2160	ncRNA
master_peak_8493	chr5	181036627	181036627	+	23.2244	NA	Intergenic	Intergenic	-3639	NM_001308245	153579	Hs.546502	NM_152547	ENSG00000165810	BTNL9	BTN3|BTN8|VDLS1900	butyrophilin like 9	protein-coding
master_peak_7271	chr5	157367170	157367170	+	23.2244	NA	intron (NR_136205, intron 1 of 2)	MIR3|SINE|MIR	-21493	NM_001001343	408263	Hs.437066	NM_001001343	ENSG00000172568	FNDC9	C5orf40	fibronectin type III domain containing 9	protein-coding
master_peak_4223	chr5	95530825	95530825	+	23.2244	NA	intron (NM_014639, intron 10 of 42)	intron (NM_014639, intron 10 of 42)	24180	NM_014639	9652	Hs.482868	NM_014639	ENSG00000198677	TTC37	KIAA0372|Ski3|THES	tetratricopeptide repeat domain 37	protein-coding
master_peak_2507	chr5	58544124	58544124	+	23.2174	NA	intron (NR_109904, intron 3 of 3)	intron (NR_109904, intron 3 of 3)	-14015	NR_039639	100616339		NR_039639	ENSG00000265699	MIR548AE2	-	microRNA 548ae-2	ncRNA
master_peak_7923	chr5	171337372	171337372	+	23.2072	NA	Intergenic	Intergenic	28124	NM_021025	30012	Hs.249125	NM_021025	ENSG00000164438	TLX3	HOX11L2|RNX	T cell leukemia homeobox 3	protein-coding
master_peak_4774	chr5	108873596	108873596	+	23.2059	NA	intron (NR_146155, intron 7 of 19)	intron (NR_146155, intron 7 of 19)	-51010	NM_001308031	2241	Hs.107418	NM_005246	ENSG00000151422	FER	PPP1R74|TYK3|p94-Fer	FER tyrosine kinase	protein-coding
master_peak_3221	chr5	73823832	73823832	+	23.1948	NA	intron (NM_001244364, intron 1 of 27)	MIR|SINE|MIR	10286	NM_001244364	64283	Hs.482521	NM_001080479	ENSG00000214944	ARHGEF28	RGNEF|RIP2|p190RHOGEF	Rho guanine nucleotide exchange factor 28	protein-coding
master_peak_5514	chr5	127076886	127076886	+	23.1705	NA	Intergenic	Intergenic	-3394	NM_001164479	401207	Hs.49573	NM_001164478	ENSG00000164241	C5orf63	YDR286C	chromosome 5 open reading frame 63	protein-coding
master_peak_2556	chr5	59497144	59497144	+	23.1689	NA	intron (NM_001349242, intron 1 of 16)	L1P4a|LINE|L1	89354	NM_001349242	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D	protein-coding
master_peak_1968	chr5	42689786	42689786	+	23.1472	NA	intron (NM_001242403, intron 4 of 9)	L2a|LINE|L2	-67032	NM_001134848	100129792	Hs.745017	NM_001134848	ENSG00000198865	CCDC152	CH5400	coiled-coil domain containing 152	protein-coding
master_peak_984	chr5	17302537	17302537	+	23.142	NA	Intergenic	Intergenic	84773	NR_033975	401177	Hs.508311	NR_033975	ENSG00000250822	LINC02111	-	long intergenic non-protein coding RNA 2111	ncRNA
master_peak_5850	chr5	133848676	133848676	+	23.134	NA	Intergenic	Intergenic	-65001	NR_131252	105664404	Hs.582536	NR_131252	ENSG00000249073	WSPAR	LncTCF7|TCONS_00009511	WNT signaling pathway activating non-coding RNA	ncRNA
master_peak_3494	chr5	78953816	78953816	+	23.1236	NA	intron (NM_198709, intron 5 of 7)	intron (NM_198709, intron 5 of 7)	31494	NM_000046	411	Hs.149103	NM_000046	ENSG00000113273	ARSB	ASB|G4S|MPS6	arylsulfatase B	protein-coding
master_peak_7379	chr5	159133498	159133498	+	23.0931	NA	Intergenic	L1PB4|LINE|L1	33015	NR_109890	101927740	Hs.738721	NR_109890	ENSG00000245812	LINC02202	-	long intergenic non-protein coding RNA 2202	ncRNA
master_peak_358	chr5	6517943	6517943	+	23.0864	NA	Intergenic	THE1B|LTR|ERVL-MaLR	-64193	NR_024423	255167	Hs.435515	NR_024423	ENSG00000250056	LINC01018	SRHC	long intergenic non-protein coding RNA 1018	ncRNA
master_peak_1939	chr5	42022331	42022331	+	23.0489	NA	Intergenic	Intergenic	97050	NM_012176	26272	Hs.165575	NM_012176	ENSG00000151876	FBXO4	FBX4	F-box protein 4	protein-coding
master_peak_7708	chr5	166958076	166958076	+	23.0342	NA	Intergenic	Intergenic	-31706	NR_108020	102557615		NR_108020	ENSG00000254130	LINC01947	CTB-7E3.1	long intergenic non-protein coding RNA 1947	ncRNA
master_peak_6579	chr5	144204162	144204162	+	22.992	NA	intron (NM_020768, intron 2 of 3)	intron (NM_020768, intron 2 of 3)	-1229	NM_001370486	57528	Hs.7093	NM_020768	ENSG00000183775	KCTD16	-	potassium channel tetramerization domain containing 16	protein-coding
master_peak_4925	chr5	112372934	112372934	+	22.9638	NA	intron (NM_001347887, intron 1 of 23)	L2a|LINE|L2	46343	NM_022140	64097	Hs.584954	NM_022140	ENSG00000129595	EPB41L4A	EPB41L4|NBL4	erythrocyte membrane protein band 4.1 like 4A	protein-coding
master_peak_5669	chr5	130774184	130774184	+	22.9581	NA	Intergenic	Intergenic	391072	NM_005340	3094	Hs.483305	NM_005340	ENSG00000169567	HINT1	HINT|NMAN|PKCI-1|PRKCNH1	histidine triad nucleotide binding protein 1	protein-coding
master_peak_3113	chr5	72269517	72269517	+	22.9345	NA	intron (NM_001286748, intron 4 of 11)	L1M5|LINE|L1	50723	NM_001286751	23107	Hs.482491	NM_015084	ENSG00000113048	MRPS27	MRP-S27|S27mt	mitochondrial ribosomal protein S27	protein-coding
master_peak_2649	chr5	61139452	61139452	+	22.9252	NA	intron (NM_174889, intron 3 of 3)	L2a|LINE|L2	-22864	NR_109908	101928630	Hs.575209	NR_109908		SMIM15-AS1	CTC-436P18.1	SMIM15 antisense RNA 1	ncRNA
master_peak_5437	chr5	125318019	125318019	+	22.9252	NA	intron (NR_109882, intron 4 of 5)	intron (NR_109882, intron 4 of 5)	-175242	NR_109887	101927460	Hs.407582	NR_109887	ENSG00000260192	LINC02240	-	long intergenic non-protein coding RNA 2240	ncRNA
master_peak_1654	chr5	37087115	37087115	+	22.9166	NA	Intergenic	HERVK22-int|LTR|ERVK	-161931	NR_134263	105374727	Hs.170993	NR_134263	ENSG00000286193	LOC105374727	-	uncharacterized LOC105374727	ncRNA
master_peak_1510	chr5	34486594	34486594	+	22.9137	NA	Intergenic	Intergenic	-169734	NM_001145522	26064	Hs.431400	NM_015577	ENSG00000039560	RAI14	NORPEG|RAI13	retinoic acid induced 14	protein-coding
master_peak_3403	chr5	77225106	77225106	+	22.9132	NA	intron (NM_001029853, intron 1 of 20)	L1MC5|LINE|L1	14426	NM_001349749	8622	Hs.584830	NM_003719	ENSG00000113231	PDE8B	ADSD|PPNAD3	phosphodiesterase 8B	protein-coding
master_peak_6774	chr5	148320819	148320819	+	22.9132	NA	intron (NR_105057, intron 2 of 4)	L1P1|LINE|L1	8396	NM_032566	84651	Hs.244569	NM_032566	ENSG00000145879	SPINK7	ECG2|ECRG2	serine peptidase inhibitor, Kazal type 7 (putative)	protein-coding
master_peak_6296	chr5	140363578	140363578	+	22.895	NA	intron (NM_001258426, intron 8 of 21)	intron (NM_001258426, intron 8 of 21)	3384	NM_001258427	83697	Hs.550313	NM_031467	ENSG00000113073	SLC4A9	AE4	solute carrier family 4 member 9	protein-coding
master_peak_467	chr5	8944332	8944332	+	22.8816	NA	Intergenic	Intergenic	104600	NR_109932	101929284	Hs.403715	NR_109932		LINC02199	-	long intergenic non-protein coding RNA 2199	ncRNA
master_peak_3303	chr5	75089535	75089535	+	22.8577	NA	intron (NM_001164443, intron 22 of 24)	intron (NM_001164443, intron 22 of 24)	-36977	NM_001366737	51301	Hs.272404	NM_016591	ENSG00000176928	GCNT4	C2GNT3|LINC01336	glucosaminyl (N-acetyl) transferase 4	protein-coding
master_peak_4888	chr5	111734464	111734464	+	22.8424	NA	non-coding (NR_040093, exon 6 of 7)	non-coding (NR_040093, exon 6 of 7)	21787	NM_001142483	9315	Hs.36053	NM_004772	ENSG00000134986	NREP	C5orf13|D4S114|P311|PRO1873|PTZ17|SEZ17	neuronal regeneration related protein	protein-coding
